,company name,location,datum,detail,status rocket,rocket,status mission,dates,times,country,launch_location,long,lat
106,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019-08-29 00:00:00+00:00,Safir-1B+ | Nahid-1,StatusActive,450.0 ,Prelaunch Failure,2019-08-29,00:00:00,Iran,"Semnan Space Center, Iran",53.9039108,35.2461391
107,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019-08-22 13:06:00+00:00,"Delta IV Medium+ (4,2) | GPS III SV02",StatusRetired,164.0 ,Success,2019-08-22,13:06:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
108,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-08-22 03:38:00+00:00,Soyuz 2.1a | Soyuz MS-14 (60S),StatusActive,48.5 ,Success,2019-08-22,03:38:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
109,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-08-19 12:12:00+00:00,"Electron/Curie | Look Ma, No Hands!",StatusActive,7.5 ,Success,2019-08-19,12:12:00,Zealand,,,
110,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-08-19 12:03:00+00:00,Long March 3B/E | ChinaSat 18,StatusActive,29.15 ,Success,2019-08-19,12:03:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
111,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-08-17 04:11:00+00:00,Jielong-1 | Tianqi-4 & Others,StatusActive,7.5 ,Success,2019-08-17,04:11:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
112,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2019-08-08 10:13:00+00:00,Atlas V 551 | AEHF 5,StatusActive,153.0 ,Success,2019-08-08,10:13:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
113,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-08-06 23:23:00+00:00,Falcon 9 Block 5 | AMOS-17,StatusActive,50.0 ,Success,2019-08-06,23:23:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
114,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-08-06 19:30:00+00:00,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,StatusActive,200.0 ,Success,2019-08-06,19:30:00,France," French Guiana, France",-53.125782,3.933889
115,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-08-05 21:56:00+00:00,Proton-M/Briz-M | Cosmos 2539,StatusActive,65.0 ,Success,2019-08-05,21:56:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
116,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-07-31 12:10:00+00:00,Soyuz 2.1a | Progress MS-12,StatusActive,48.5 ,Success,2019-07-31,12:10:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
117,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-30 05:56:00+00:00,Soyuz 2.1a/Fregat-M | Meridian-M n†­18L,StatusActive,48.5 ,Success,2019-07-30,05:56:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
118,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-07-26 03:57:00+00:00,Long March 2C | Yaogan-30-05,StatusActive,30.8 ,Success,2019-07-26,03:57:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
119,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-07-25 22:01:00+00:00,Falcon 9 Block 5 | CRS-18,StatusActive,50.0 ,Success,2019-07-25,22:01:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
120,i-Space,"Site 95, Jiuquan Satellite Launch Center, China",2019-07-25 05:00:00+00:00,Hyperbola-1 | CAS-7B & Others,StatusActive,450.0 ,Success,2019-07-25,05:00:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
121,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-07-22 09:13:00+00:00,GSLV Mk III | Chandrayaan-2 lunar mission,StatusActive,62.0 ,Success,2019-07-22,09:13:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
122,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-07-20 16:28:00+00:00,Soyuz FG | Soyuz MS-13 (59S),StatusRetired,450.0 ,Success,2019-07-20,16:28:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
123,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2019-07-13 12:31:00+00:00,Proton-M/DM-3 | Spektr-RG,StatusActive,65.0 ,Success,2019-07-13,12:31:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
124,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019-07-11 01:53:00+00:00,Vega | Falcon Eye 1,StatusActive,37.0 ,Failure,2019-07-11,01:53:00,France," French Guiana, France",-53.125782,3.933889
125,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-07-10 17:14:00+00:00,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,StatusActive,450.0 ,Success,2019-07-10,17:14:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
126,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",2019-07-05 05:41:00+00:00,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",StatusActive,450.0 ,Success,2019-07-05,05:41:00,Russia," Vostochny Cosmodrome, Russia",37.8656713,55.8152394
127,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-06-29 18:00:00+00:00,SARGE | Launch 3,StatusActive,450.0 ,Partial Failure,2019-06-29,18:00:00,Mexico,,,
128,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-06-29 04:30:00+00:00,Electron/Curie | Make it Rain,StatusActive,7.5 ,Success,2019-06-29,04:30:00,Zealand,,,
129,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-06-25 06:30:00+00:00,Falcon Heavy | STP-2,StatusActive,90.0 ,Success,2019-06-25,06:30:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
130,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-06-24 18:09:00+00:00,Long March 3B/E | Beidou-3 IGSO-2,StatusActive,29.15 ,Success,2019-06-24,18:09:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
131,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-06-20 21:43:00+00:00,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16,StatusActive,200.0 ,Success,2019-06-20,21:43:00,France," French Guiana, France",-53.125782,3.933889
132,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2019-06-12 14:17:00+00:00,Falcon 9 Block 5 | RADARSAT Constellation,StatusActive,50.0 ,Success,2019-06-12,14:17:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
133,CASC,"Tai Rui Barge, Yellow Sea",2019-06-05 04:06:00+00:00,Long March 11H | Jilin-1 & Others,StatusActive,5.3 ,Success,2019-06-05,04:06:00,Sea,,,
134,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2019-05-30 17:42:00+00:00,Proton-M/Briz-M | Yamal-601,StatusActive,65.0 ,Success,2019-05-30,17:42:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
135,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",2019-05-27 06:23:00+00:00,Soyuz 2.1b/Fregat-M | Cosmos 2534,StatusActive,450.0 ,Success,2019-05-27,06:23:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
136,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-05-24 02:30:00+00:00,Falcon 9 Block 5 | Starlink V0.9,StatusActive,50.0 ,Success,2019-05-24,02:30:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
137,CASC,"LC-9, Taiyuan Satellite Launch Center, China",2019-05-22 22:55:00+00:00,Long March 4C | Yaogan Weixing-33,StatusActive,64.68 ,Failure,2019-05-22,22:55:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
138,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-05-22 00:00:00+00:00,PSLV-CA | RISAT-2B,StatusActive,21.0 ,Success,2019-05-22,00:00:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
139,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-05-17 15:48:00+00:00,Long March 3C/E | Beidou-2 G8,StatusActive,450.0 ,Success,2019-05-17,15:48:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
140,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-05-05 06:00:00+00:00,Electron/Curie | That's a Funny Looking Cactus,StatusActive,7.5 ,Success,2019-05-05,06:00:00,Zealand,,,
141,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-05-04 06:48:00+00:00,Falcon 9 Block 5 | CRS-17,StatusActive,50.0 ,Success,2019-05-04,06:48:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
142,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2019-05-02 13:35:00+00:00,New Shepard | NS-11,StatusActive,450.0 ,Success,2019-05-02,13:35:00,USA,"West Texas, Texas, USA",-97.0909551,31.8023057
143,CASC,"Taiyuan Satellite Launch Center, China",2019-04-29 22:52:00+00:00,Long March 4B | Tianhui-2 Group 01,StatusActive,64.68 ,Success,2019-04-29,22:52:00,China,"Taiyuan Satellite Launch Center, China",111.607983,38.8485775
144,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-04-20 14:30:00+00:00,Long March 3B/E | Beidou-3 IGSO-1,StatusActive,29.15 ,Success,2019-04-20,14:30:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
145,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2019-04-17 20:46:00+00:00,Antares 230 | CRS NG-11,StatusRetired,85.0 ,Success,2019-04-17,20:46:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
146,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-04-11 22:35:00+00:00,Falcon Heavy | ArabSat 6A,StatusActive,90.0 ,Success,2019-04-11,22:35:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
147,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-04-04 17:04:00+00:00,Soyuz ST-B/Fregat-MT | O3b FM17-FM20,StatusActive,450.0 ,Success,2019-04-04,17:04:00,France," French Guiana, France",-53.125782,3.933889
148,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-04-04 11:01:00+00:00,Soyuz 2.1a | Progress MS-11 (72P),StatusActive,48.5 ,Success,2019-04-04,11:01:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
149,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2019-04-01 03:57:00+00:00,PSLV-QL | EMISAT & Rideshares,StatusActive,21.0 ,Success,2019-04-01,03:57:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
150,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-03-31 15:51:00+00:00,Long March 3B/E | Tianlian-2,StatusActive,29.15 ,Success,2019-03-31,15:51:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
151,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2019-03-28 23:27:00+00:00,Electron/Curie | Two Thumbs Up,StatusActive,7.5 ,Success,2019-03-28,23:27:00,Zealand,,,
152,OneSpace,"Site 95, Jiuquan Satellite Launch Center, China",2019-03-27 09:39:00+00:00,OS-M1 | Lingque-1B,StatusActive,450.0 ,Failure,2019-03-27,09:39:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
153,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2019-03-22 01:50:00+00:00,Vega | PRISMA,StatusActive,37.0 ,Success,2019-03-22,01:50:00,France," French Guiana, France",-53.125782,3.933889
154,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2019-03-16 00:26:00+00:00,"Delta IV Medium+ (5,4) | WGS-10",StatusRetired,450.0 ,Success,2019-03-16,00:26:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
155,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2019-03-14 19:14:00+00:00,Soyuz FG | Soyuz MS-12 (58S),StatusRetired,450.0 ,Success,2019-03-14,19:14:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
156,CASC,"LC-3, Xichang Satellite Launch Center, China",2019-03-09 16:28:00+00:00,Long March 3B/E | Zhongxing-6C,StatusActive,29.15 ,Success,2019-03-09,16:28:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
157,Exos,"Vertical Launch Area, Spaceport America, New Mexico",2019-03-02 17:45:00+00:00,SARGE | Launch 2,StatusActive,450.0 ,Partial Failure,2019-03-02,17:45:00,Mexico,,,
158,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2019-03-02 07:49:00+00:00,Falcon 9 Block 5 | SpaceX Demo-1,StatusActive,50.0 ,Success,2019-03-02,07:49:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
159,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2019-02-27 21:37:00+00:00,Soyuz ST-B/Fregat-M | OneWeb #1,StatusActive,450.0 ,Success,2019-02-27,21:37:00,France," French Guiana, France",-53.125782,3.933889
160,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2019-02-22 01:45:00+00:00,Falcon 9 Block 5 | Nusantara Satu & Beresheet,StatusActive,50.0 ,Success,2019-02-22,01:45:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
161,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2019-02-21 16:47:00+00:00,Soyuz 2.1b/Fregat-M | EgyptSat-A,StatusActive,450.0 ,Success,2019-02-21,16:47:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
162,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2019-02-05 21:01:00+00:00,Ariane 5 ECA | GSAT-31 & Hellas-Sat-4,StatusActive,200.0 ,Success,2019-02-05,21:01:00,France," French Guiana, France",-53.125782,3.933889
163,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019-02-05 00:00:00+00:00,Safir-1B+ | Dousti,StatusActive,450.0 ,Failure,2019-02-05,00:00:00,Iran,"Semnan Space Center, Iran",53.9039108,35.2461391
164,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2019-01-24 18:07:00+00:00,PSLV-DL | Microsat-R,StatusActive,450.0 ,Success,2019-01-24,18:07:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
165,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",2019-01-23 15:05:00+00:00,New Shepard | NS-10,StatusActive,450.0 ,Success,2019-01-23,15:05:00,USA,"West Texas, Texas, USA",-97.0909551,31.8023057
166,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2019-01-21 05:42:00+00:00,Long March 11 | Jilin-1 Hyperspectral & Others,StatusActive,5.3 ,Success,2019-01-21,05:42:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
167,ULA,"SLC-6, Vandenberg AFB, California, USA",2019-01-19 19:10:00+00:00,Delta IV Heavy | NROL-71,StatusActive,350.0 ,Success,2019-01-19,19:10:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
168,JAXA,"Mu Pad, Uchinoura Space Center, Japan",2019-01-18 00:50:00+00:00,Epsilon PBS | Innovative Satellite Technology Demonstration-1,StatusActive,39.0 ,Success,2019-01-18,00:50:00,Japan,"Uchinoura Space Center, Japan",131.0761271,31.2512669
169,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2019-01-15 00:30:00+00:00,Simorgh | Payam-e Amirkabir,StatusActive,450.0 ,Failure,2019-01-15,00:30:00,Iran,"Semnan Space Center, Iran",53.9039108,35.2461391
170,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2019-01-11 15:31:00+00:00,Falcon 9 Block 5 | Iridium-8,StatusActive,50.0 ,Success,2019-01-11,15:31:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
171,CASC,"LC-2, Xichang Satellite Launch Center, China",2019-01-10 17:11:00+00:00,Long March 3B/E | Zhongxing-2D (Chinasat-2D),StatusActive,29.15 ,Success,2019-01-10,17:11:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
172,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2018-12-29 08:02:00+00:00,Long March 2D/YZ-3 | Hongyan-1,StatusActive,450.0 ,Success,2018-12-29,08:02:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
173,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",2018-12-27 02:07:00+00:00,Soyuz 2.1a/Fregat | Kanopus-V No. 5-6 & Rideshares,StatusActive,48.5 ,Success,2018-12-27,02:07:00,Russia," Vostochny Cosmodrome, Russia",37.8656713,55.8152394
174,CASC,"LC-3, Xichang Satellite Launch Center, China",2018-12-24 16:53:00+00:00,Long March 3C/E | TJS-3,StatusActive,450.0 ,Success,2018-12-24,16:53:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
175,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2018-12-23 13:51:00+00:00,Falcon 9 Block 5 | GPS III SV01,StatusActive,50.0 ,Success,2018-12-23,13:51:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
176,CASC,"Site 95, Jiuquan Satellite Launch Center, China",2018-12-21 23:51:00+00:00,Long March 11 | Hongyun-1,StatusActive,5.3 ,Success,2018-12-21,23:51:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
177,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",2018-12-21 00:20:00+00:00,Proton-M/Briz-M | Blagovest No.13L,StatusActive,65.0 ,Success,2018-12-21,00:20:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
178,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2018-12-19 16:37:00+00:00,Soyuz ST-A/Fregat-M | CSO 1,StatusActive,450.0 ,Success,2018-12-19,16:37:00,France," French Guiana, France",-53.125782,3.933889
179,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2018-12-19 10:40:00+00:00,GSLV Mk II | GSAT-7A,StatusActive,47.0 ,Success,2018-12-19,10:40:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
180,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2018-12-16 06:33:00+00:00,Electron/Curie | This one's for Pickering,StatusActive,7.5 ,Success,2018-12-16,06:33:00,Zealand,,,
181,CASC,"LC-2, Xichang Satellite Launch Center, China",2018-12-07 18:23:00+00:00,Long March 3B/E | Chang'e-4,StatusActive,29.15 ,Success,2018-12-07,18:23:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
182,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2018-12-07 04:12:00+00:00,"Long March 2D | SaudiSAT 5A, & 5B and Others",StatusActive,29.75 ,Success,2018-12-07,04:12:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
183,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2018-12-05 18:16:00+00:00,Falcon 9 Block 5 | CRS-16,StatusActive,50.0 ,Success,2018-12-05,18:16:00,USA,"Cape Canaveral AFS, Florida, USA",-80.58002750000001,28.4909268
184,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2018-12-04 20:37:00+00:00,Ariane 5 ECA | GSAT-11 & GEO-KOMPSAT 2A,StatusActive,200.0 ,Success,2018-12-04,20:37:00,France," French Guiana, France",-53.125782,3.933889
185,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2018-12-03 18:34:00+00:00,Falcon 9 Block 5 | Spaceflight SSO-A,StatusActive,50.0 ,Success,2018-12-03,18:34:00,USA,"Vandenberg AFB, California, USA",-120.5163949,34.7582101
186,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2018-12-03 11:31:00+00:00,Soyuz FG | Soyuz MS-11 (57S),StatusRetired,450.0 ,Success,2018-12-03,11:31:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
187,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2018-11-30 02:27:00+00:00,Rokot/Briz KM | Cosmos 2530 to 2532,StatusRetired,41.8 ,Success,2018-11-30,02:27:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
188,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2018-11-29 04:27:00+00:00,PSLV-CA | HySIS,StatusActive,21.0 ,Success,2018-11-29,04:27:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
189,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2018-11-21 01:42:00+00:00,Vega | Mohammed VI-B,StatusActive,37.0 ,Success,2018-11-21,01:42:00,France," French Guiana, France",-53.125782,3.933889
190,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2018-11-19 23:40:00+00:00,"Long March 2D | Shiyan-6, Jiading-1 (OKW-01), & Others",StatusActive,29.75 ,Success,2018-11-19,23:40:00,China,"Jiuquan Satellite Launch Center, China",100.208695,40.984524
191,CASC,"LC-3, Xichang Satellite Launch Center, China",2018-11-18 18:07:00+00:00,Long March 3B/YZ-1 | BeiDou-3 M17 & M18,StatusActive,450.0 ,Success,2018-11-18,18:07:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
192,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2018-11-17 09:01:00+00:00,Antares 230 | CRS NG-10,StatusRetired,85.0 ,Success,2018-11-17,09:01:00,USA,"Wallops Flight Facility, Virginia, USA",-75.4722501,37.9330524
193,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2018-11-16 18:14:00+00:00,Soyuz FG | Progress MS-10 (71P),StatusRetired,450.0 ,Success,2018-11-16,18:14:00,Kazakhstan," Baikonur Cosmodrome, Kazakhstan",63.30524279999999,45.9645851
194,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",2018-11-15 20:46:00+00:00,Falcon 9 Block 5 | Es'hail 2,StatusActive,50.0 ,Success,2018-11-15,20:46:00,USA,"Kennedy Space Center, Florida, USA",-80.64898079999999,28.5728722
195,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2018-11-14 11:38:00+00:00,GSLV Mk III | GSAT 29,StatusActive,62.0 ,Success,2018-11-14,11:38:00,India,"Satish Dhawan Space Centre, India",80.22655449999999,13.7258653
196,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",2018-11-11 03:50:00+00:00,Electron/Curie | It's Business Time,StatusActive,7.5 ,Success,2018-11-11,03:50:00,Zealand,,,
197,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2018-11-07 00:47:00+00:00,Soyuz ST-B/Fregat-M | MetOp C,StatusActive,450.0 ,Success,2018-11-07,00:47:00,France," French Guiana, France",-53.125782,3.933889
198,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2018-11-03 20:17:00+00:00,Soyuz 2.1b/Fregat | GLONASS-M No.54S,StatusActive,48.5 ,Success,2018-11-03,20:17:00,Russia," Plesetsk Cosmodrome, Russia",40.5748408,62.9278549
199,CASC,"LC-2, Xichang Satellite Launch Center, China",2018-11-01 15:57:00+00:00,Long March 3B/E | Beidou-3 G1,StatusActive,29.15 ,Success,2018-11-01,15:57:00,China,"Xichang Satellite Launch Center, China",102.244872,27.893082
